kernel,source,source_token,pipeline_status,linalg_ops,residual_loops,current_match,current_match_scope,remaining_linalg_after_match,remaining_loops_after_match,semantic_family,candidate_library,candidate_api,availability,coverage_scope,rationale,evidence_url,implementation_form,current_implementation_class,current_implementation_detail,counts_as_library_reuse,local_backend_status,compiler_gap
aten_embedding_bag_counts_uniq_cpu,aten/src/ATen/native/EmbeddingBag.cpp,compute_counts_uniq,pass,2,0,,NONE,2,0,frequency_by_key,CUB,DeviceRadixSort plus DeviceRunLengthEncode plus key lookup,PARTIAL_API,multi_stage,global frequency-by-key requires sorting/counting unique runs and mapping counts back to the original order; it is not a segmented reduction,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_embedding_bag_max_cpu,aten/src/ATen/native/EmbeddingBag.cpp,embedding_bag_cpu_max_out,pass,0,5,,NONE,0,5,indexed_segmented_max,CUB,DeviceSegmentedReduce with gather transform iterator and custom max state,FULL_GENERIC_API,whole,logical bag/feature segments gather embedding rows through runtime IDs; a configured iterator and state can preserve ordered comparison semantics,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_embedding_bag_per_sample_backward_cpu,aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_per_sample_weights_backward_cpu_template,pass,2,1,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,1,indexed_gather_dot,CUB,DeviceSegmentedReduce with transform input iterator,PARTIAL_API,composed_whole,each output is a dot product between one bag-gradient row and an embedding row selected by a runtime index,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_entr,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,entr_kernel,pass,1,0,,NONE,1,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_eq,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,eq_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,relational or MIN/MAX pointwise graph operation,FULL_GENERIC_API,whole,cuDNN has fixed relational and elementwise min/max pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_equal_cpu,aten/src/ATen/native/ReduceOps.cpp,cpu_equal,pass,1,0,cubEqualAll1D_f32_tensor,COMPLETE_REWRITE_CANDIDATE,0,0,compare_and_reduce,cuDNN,EQ pointwise plus MIN reduction graph,FULL_GENERIC_API,whole,tensor equality is elementwise comparison followed by an all reduction,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,STANDARD_LIBRARY_ALGORITHM,preimplemented CUB device algorithm,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_erf,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erf_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,ERF pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes an ERF pointwise mode,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_erfc,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfc_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_erfcx,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfcx_kernel,pass,1,0,,NONE,1,0,opaque_special_function,,none,NO_DIRECT_LIBRARY_API,none,the extraction calls an ATen scalar helper with no equivalent public NVIDIA tensor-library operation,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_erfinv,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfinv_kernel,pass,1,0,,NONE,1,0,compound_or_specialized,,none identified,NO_DIRECT_LIBRARY_API,none,no semantically equivalent public NVIDIA tensor-library operation identified,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_exp,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,exp_kernel,pass,1,0,cutensorUnary_exp_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_exp2,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,exp2_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_expm1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,expm1_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_exponential_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,exponential_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,random_distribution,cuRAND,base RNG plus distribution transform,PARTIAL_API,random_draw_stage,cuRAND supplies random bits/uniform/normal draws but not this complete transform in its host API,https://docs.nvidia.com/cuda/curand/index.html,PARTIAL_STAGES,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_eye_cpu,aten/src/ATen/native/TensorFactories.cpp,eye_out_cpu,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_fast_cat_dim0_cpu,aten/src/ATen/native/TensorShape.cpp,fastCatOutDim0,pass,1,0,cutensorPermute_f32_r2_tensor,COMPLETE_REWRITE_CANDIDATE,0,0,data_movement,CUDA Runtime,cudaMemcpy*/cudaMemset,FULL_GENERIC_API,whole,contiguous copies are fixed runtime calls; structured concatenation needs multiple copies,https://docs.nvidia.com/cuda/cuda-runtime-api/,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_fft_conjugate_symmetry_cpu,aten/src/ATen/native/SpectralOps.cpp,_fft_fill_with_conjugate_symmetry_,pass,2,0,,NONE,2,0,complex_layout,,,NO_DIRECT_LIBRARY_API,none,this symmetry-fill helper has no link-only NVIDIA tensor-library call,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_fftshift_cpu,aten/src/ATen/native/SpectralOps.cpp,fft_fftshift,pass,1,0,,NONE,1,0,cyclic_shift,,none,NO_DIRECT_LIBRARY_API,none,a wraparound cyclic shift is not a cuTENSOR mode permutation,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_fill,aten/src/ATen/native/cpu/FillKernel.cpp,fill_kernel,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_fill_diagonal_cpu,aten/src/ATen/native/Fill.cpp,fill_diagonal_,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_flash_attention_backward_cpu,aten/src/ATen/native/cpu/FlashAttentionKernel.cpp,flash_attention_backward_kernel_impl,pass,5,7,,NONE,5,7,attention,cuDNN,Fused Flash Attention graph,FULL_FIXED_API,whole,cuDNN frontend exposes attention forward/backward graphs,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,SINGLE_FIXED_CALL,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_flash_attention_cpu,aten/src/ATen/native/cpu/FlashAttentionKernel.cpp,flash_attention_kernel_impl,pass,4,3,"cublasSdot,memset_zero_1D_f32",PARTIAL_STAGE_ONLY,2,3,attention,cuDNN,Fused Flash Attention graph,FULL_FIXED_API,whole,cuDNN frontend exposes attention forward/backward graphs,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,GENERAL_GRAPH_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_flatten_indices_launch_cpu,aten/src/ATen/native/sparse/FlattenIndicesKernel.cpp,launch,pass,2,0,,NONE,2,0,index_generation,cuDNN,GEN_INDEX plus arithmetic/comparison graph,FULL_GENERIC_API,whole,cuDNN can generate coordinates and form masks or flattened indices in an operation graph,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_flatten_nd_linear_cpu,aten/src/ATen/native/Linear.cpp,_flatten_nd_linear,pass,2,0,cublasSgemm_strided_batched_broadcast_rhs,COMPLETE_REWRITE_CANDIDATE,0,0,dense_vector_update,cuBLAS,cublasAxpy/cublasScal/cublasGemv,FULL_FIXED_API,whole,the extracted loop is a standard BLAS vector update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_flip_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,flip_kernel,pass,1,0,,NONE,1,0,reverse,,,NO_DIRECT_LIBRARY_API,none,no link-only NVIDIA tensor-library reverse call exists,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_flip_tensor_transform_cpu,aten/src/ATen/native/TensorTransformations.cpp,flip,pass,1,0,cutensorPermute_f32_r2_tensor,COMPLETE_REWRITE_CANDIDATE,0,0,reverse,,,NO_DIRECT_LIBRARY_API,none,no link-only NVIDIA tensor-library reverse call exists,,NONE,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,NO_TENSOR_LIBRARY_API,ALREADY_FOUND
aten_floor,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,floor_kernel,pass,1,0,cutensorUnary_floor_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_fmax,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmax_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,relational or MIN/MAX pointwise graph operation,FULL_GENERIC_API,whole,cuDNN has fixed relational and elementwise min/max pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_fmin,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmin_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,relational or MIN/MAX pointwise graph operation,FULL_GENERIC_API,whole,cuDNN has fixed relational and elementwise min/max pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_fmod,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmod_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_fp16_dot_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_dot,pass,1,0,cublasSdot,COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,SELECTED_WRAPPERS_PRESENT,ALREADY_FOUND
aten_fp16_gemv_f16arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp16_arith,pass,2,0,"cublasSgemv,memset_zero_1D_f32",COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_fp16_gemv_f32arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp32_arith,pass,2,0,"cublasSgemv,memset_zero_1D_f32",COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_fp16_gemv_notrans_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans,pass,2,0,"cublasSgemv,memset_zero_1D_f32",COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_fp16_gemv_trans_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_gemv_trans,pass,2,0,"cublasSgemv_T,memset_zero_1D_f32",COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_frac,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,frac_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_fractional_max_pool2d_backward_cpu,aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_backward_out_frame,pass,0,5,,NONE,0,5,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_fractional_max_pool2d_cpu,aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_out_frame,pass,4,6,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,1,3,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,GENERAL_GRAPH_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_fractional_max_pool3d_backward_cpu,aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_backward_out_frame,pass,0,5,,NONE,0,5,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_fractional_max_pool3d_cpu,aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_out_frame,pass,4,7,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,1,3,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,GENERAL_GRAPH_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_fused_adagrad_cpu,aten/src/ATen/native/cpu/FusedAdagradKernel.cpp,fused_adagrad_kernel,pass,1,0,,NONE,1,0,optimizer_update,cuDNN,pointwise/reduction operation graph,PARTIAL_API,update_stages,"the arithmetic stages are graph-expressible, but optimizer state/step semantics require composition",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_fused_adam_cpu,aten/src/ATen/native/cpu/FusedAdamKernel.cpp,fused_adam_kernel,pass,0,1,,NONE,0,1,optimizer_update,cuDNN,pointwise/reduction operation graph,PARTIAL_API,update_stages,"the arithmetic stages are graph-expressible, but optimizer state/step semantics require composition",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_fused_sgd_cpu,aten/src/ATen/native/cpu/FusedSGDKernel.cpp,fused_sgd_kernel,pass,0,1,,NONE,0,1,optimizer_update,cuDNN,pointwise/reduction operation graph,PARTIAL_API,update_stages,"the arithmetic stages are graph-expressible, but optimizer state/step semantics require composition",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_gamma_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_gamma_cpu,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,random_distribution,cuRAND,base RNG plus distribution transform,PARTIAL_API,random_draw_stage,cuRAND supplies random bits/uniform/normal draws but not this complete transform in its host API,https://docs.nvidia.com/cuda/curand/index.html,PARTIAL_STAGES,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_gather_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,gather_cpu_kernel,pass,1,0,,NONE,1,0,indexed_data_movement,CUB,DeviceSelect/sort building blocks,PARTIAL_API,selection_or_sort_stage,CUB does not expose a complete arbitrary gather/scatter tensor call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_gather_expanded_index_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,gather_expanded_index_kernel,pass,1,0,,NONE,1,0,indexed_data_movement,CUB,DeviceSelect/sort building blocks,PARTIAL_API,selection_or_sort_stage,CUB does not expose a complete arbitrary gather/scatter tensor call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_gcd_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,gcd_kernel,pass,1,1,,NONE,1,1,compound_or_specialized,,none identified,NO_DIRECT_LIBRARY_API,none,no semantically equivalent public NVIDIA tensor-library operation identified,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_ge,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,ge_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,relational or MIN/MAX pointwise graph operation,FULL_GENERIC_API,whole,cuDNN has fixed relational and elementwise min/max pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_gelu,aten/src/ATen/native/Activation.cpp,gelu,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_gelu_backward_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_gelu_backward_cpu_tanh,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_gelu_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluKernelImpl,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
