source,classification,existing_fixtures,textual_loops,cpu_kernel_sites,dispatch_sites,tensor_iterator_mentions,lines,reason
aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,HAS_EXTRACTION,"aten_cdist_backward_cpu,aten_cdist_cpu,aten_pdist_backward_cpu,aten_pdist_forward_cpu",10,0,8,1,450,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/DistributionKernels.cpp,HAS_EXTRACTION,"aten_bernoulli_scalar_cpu,aten_bernoulli_tensor_cpu,aten_cauchy_cpu,aten_exponential_cpu,aten_geometric_cpu,aten_log_normal_cpu,aten_normal_cpu,aten_random_cpu,aten_random_from_to_cpu,aten_random_full_64_bits_range_cpu,aten_uniform_cpu",0,0,13,10,253,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FillKernel.cpp,HAS_EXTRACTION,aten_fill,0,1,2,4,75,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FlashAttentionKernel.cpp,HAS_EXTRACTION,"aten_flash_attention_backward_cpu,aten_flash_attention_cpu",38,0,6,0,1277,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FunctionOfAMatrixUtilsKernel.cpp,HAS_EXTRACTION,aten_linear_combination_cpu,2,0,2,2,57,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FusedAdagradKernel.cpp,HAS_EXTRACTION,aten_fused_adagrad_cpu,4,0,2,0,218,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FusedAdamKernel.cpp,HAS_EXTRACTION,aten_fused_adam_cpu,4,0,2,0,368,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/FusedSGDKernel.cpp,HAS_EXTRACTION,aten_fused_sgd_cpu,4,0,2,0,268,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/GridSamplerKernel.cpp,HAS_EXTRACTION,"aten_grid_sampler_2d_backward_cpu,aten_grid_sampler_2d_cpu",18,0,4,1,1329,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/HistogramKernel.cpp,HAS_EXTRACTION,"aten_histogram_select_outer_bin_edges_cpu,aten_histogramdd_cpu,aten_histogramdd_linear_cpu",6,0,5,0,314,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/IndexKernel.cpp,HAS_EXTRACTION,"aten_flip_cpu,aten_index_copy_cpu,aten_index_cpu,aten_index_fill_cpu,aten_index_put_cpu,aten_masked_fill_cpu,aten_masked_scatter_cpu,aten_masked_select_cpu,aten_masked_select_serial_cpu,aten_put_cpu,aten_take_cpu",21,3,25,20,830,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/LerpKernel.cpp,HAS_EXTRACTION,"aten_lerp,aten_lerp_scalar,aten_lerp_scalar_cpu,aten_lerp_tensor_cpu",1,6,4,3,165,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/LinearAlgebraKernel.cpp,HAS_EXTRACTION,aten_addr_elementwise,0,4,2,2,89,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/MaxPoolKernel.cpp,HAS_EXTRACTION,"aten_max_pool2d,aten_max_pool3d_backward_cpu,aten_max_pool3d_cpu",39,0,14,0,747,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/MaxPooling.cpp,HAS_EXTRACTION,aten_max_pool1d_cpu,3,0,2,0,64,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,HAS_EXTRACTION,"aten_max_unpool2d_cpu,aten_max_unpool3d_cpu,aten_max_unpool_backward_cpu",4,0,5,0,278,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/MultinomialKernel.cpp,HAS_EXTRACTION,aten_multinomial_with_replacement_cpu,10,0,2,1,229,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/NativeMultiheadAttnKernel.cpp,HAS_EXTRACTION,aten_transform_bias_rescale_qkv_cpu,1,0,2,1,111,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/PaddingKernel.cpp,HAS_EXTRACTION,"aten_reflection_pad1d_backward_cpu,aten_reflection_pad1d_cpu,aten_reflection_pad2d_backward_cpu,aten_reflection_pad2d_cpu,aten_reflection_pad3d_backward_cpu,aten_reflection_pad3d_cpu,aten_replication_pad1d_backward_cpu,aten_replication_pad1d_cpu,aten_replication_pad2d_backward_cpu,aten_replication_pad2d_cpu,aten_replication_pad3d_backward_cpu,aten_replication_pad3d_cpu",30,0,34,0,729,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/PixelShuffleKernel.cpp,HAS_EXTRACTION,"aten_pixel_shuffle_cpu_backend,aten_pixel_unshuffle_cpu_backend",8,0,6,0,253,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,HAS_EXTRACTION,"aten_addcdiv,aten_addcmul,aten_huber_backward,aten_mse_backward,aten_smooth_l1_backward",0,8,13,6,246,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/PowKernel.cpp,HAS_EXTRACTION,"aten_pow,aten_pow_tensor_scalar",0,8,6,4,153,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/RangeFactoriesKernel.cpp,HAS_EXTRACTION,"aten_arange_cpu,aten_linspace",0,1,4,5,77,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,HAS_EXTRACTION,"aten_aminmax_allreduce_cpu,aten_max_all_cpu,aten_min_all_cpu",2,3,6,7,227,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,HAS_EXTRACTION,"aten_and_reduce_cpu,aten_argmax_cpu,aten_argmin_cpu,aten_cumprod_cpu,aten_cumsum,aten_logcumsumexp_cpu,aten_max_values_cpu,aten_min_values_cpu,aten_norm_cpu,aten_or_reduce_cpu,aten_powsum_cpu,aten_prod,aten_std_var_cpu,aten_xor_sum_cpu",14,0,29,15,567,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,HAS_EXTRACTION,"aten_bf16_dot_cpu,aten_bf16_gemv_trans_cpu,aten_fp16_dot_cpu,aten_fp16_gemv_trans_cpu",16,0,4,0,502,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/RenormKernel.cpp,HAS_EXTRACTION,aten_renorm_scale_factor,0,1,2,2,38,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SampledAddmmKernel.cpp,HAS_EXTRACTION,aten_sampled_addmm_sparse_csr_cpu,3,0,3,0,99,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,HAS_EXTRACTION,"aten_gather_cpu,aten_gather_expanded_index_cpu,aten_scatter_add_cpu,aten_scatter_add_expanded_index_cpu,aten_scatter_cpu,aten_scatter_fill_cpu,aten_scatter_reduce_cpu,aten_scatter_reduce_expanded_index_cpu,aten_scatter_reduce_two_cpu,aten_scatter_scalar_reduce_cpu",34,0,19,17,1208,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SoftMaxKernel.cpp,HAS_EXTRACTION,aten_softmax,67,0,8,1,1074,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SortingKernel.cpp,HAS_EXTRACTION,"aten_sort_cpu,aten_topk_cpu",1,0,5,3,270,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SparseFactories.cpp,HAS_EXTRACTION,aten_spdiags_cpu,1,1,2,2,65,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,HAS_EXTRACTION,"aten_spmm_reduce_arg_cpu,aten_spmm_reduce_backward_input_arg_cpu,aten_spmm_reduce_backward_input_cpu,aten_spmm_reduce_backward_other_arg_cpu,aten_spmm_reduce_backward_other_cpu,aten_spmm_reduce_cpu",18,0,21,0,565,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/StackKernel.cpp,HAS_EXTRACTION,aten_stack_serial_cpu,0,0,2,0,24,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/SumKernel.cpp,HAS_EXTRACTION,"aten_nansum_cpu,aten_sum_cpu_backend",28,0,5,4,646,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/TensorCompareKernel.cpp,HAS_EXTRACTION,"aten_aminmax_cpu,aten_clamp_cpu,aten_clamp_max_scalar_cpu,aten_clamp_min_scalar_cpu,aten_clamp_scalar_cpu,aten_isin_default_cpu,aten_isneginf,aten_isposinf,aten_max_reduce_cpu,aten_min_reduce_cpu,aten_mode_cpu,aten_where_cpu",8,7,24,11,417,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,HAS_EXTRACTION,"aten_abs,aten_acos,aten_acosh,aten_angle_complex_scalarized,aten_angle_real,aten_asin,aten_asinh,aten_atan,aten_atanh,aten_bessel_j0,aten_bessel_j1,aten_bessel_y0,aten_bessel_y1,aten_bitwise_not_i32,aten_ceil,aten_conj_complex_scalarized,aten_cos,aten_cosh,aten_digamma,aten_entr,aten_erf,aten_erfc,aten_erfcx,aten_erfinv,aten_exp,aten_exp2,aten_expm1,aten_floor,aten_frac,aten_i0,aten_i0e,aten_i1,aten_i1e,aten_kaiser_window,aten_lgamma,aten_log,aten_log10,aten_log1p,aten_log2,aten_log_ndtr,aten_logical_not_f32,aten_logit,aten_modified_bessel_i0,aten_modified_bessel_i1,aten_modified_bessel_k0,aten_modified_bessel_k1,aten_nan_to_num,aten_ndtri,aten_neg,aten_polygamma,aten_reciprocal,aten_round,aten_round_decimals,aten_rsqrt,aten_sgn_complex_scalarized,aten_sigmoid,aten_sign,aten_signbit,aten_sin,aten_sinc,aten_sinh,aten_sqrt,aten_square,aten_tan,aten_tanh,aten_trigamma,aten_trunc",6,49,90,57,891,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/Unfold2d.cpp,HAS_EXTRACTION,"aten_unfolded2d_acc_cpu,aten_unfolded2d_copy_cpu",23,0,6,0,445,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/UnfoldBackwardKernel.cpp,HAS_EXTRACTION,aten_unfold_backward_cpu,2,0,2,2,152,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/UpSampleKernel.cpp,HAS_EXTRACTION,"aten_upsample_bicubic2d_aa_backward_cpu,aten_upsample_bicubic2d_aa_cpu,aten_upsample_bicubic2d_cpu,aten_upsample_bilinear2d_aa_backward_cpu,aten_upsample_bilinear2d_aa_cpu,aten_upsample_bilinear2d_cpu,aten_upsample_lanczos2d_aa_backward_cpu,aten_upsample_lanczos2d_aa_cpu,aten_upsample_linear1d_cpu,aten_upsample_nearest1d_cpu,aten_upsample_nearest2d_cpu,aten_upsample_nearest3d_cpu,aten_upsample_nearest_exact1d_cpu,aten_upsample_nearest_exact2d_cpu,aten_upsample_nearest_exact3d_cpu,aten_upsample_trilinear3d_cpu",58,0,35,9,2226,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,HAS_EXTRACTION,"aten_upsample_bilinear2d_backward_cpu,aten_upsample_linear1d_backward_cpu,aten_upsample_nearest1d_backward_cpu,aten_upsample_nearest2d_backward_cpu,aten_upsample_nearest3d_backward_cpu,aten_upsample_nearest_exact1d_backward_cpu,aten_upsample_nearest_exact2d_backward_cpu,aten_upsample_nearest_exact3d_backward_cpu,aten_upsample_trilinear3d_backward_cpu",40,0,24,1,797,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/WeightNormKernel.cpp,HAS_EXTRACTION,"aten_weight_norm_backward_cpu,aten_weight_norm_cpu",19,0,4,0,455,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/airy_ai.cpp,HAS_EXTRACTION,aten_airy_ai,0,1,2,3,24,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/batch_norm_kernel.cpp,HAS_EXTRACTION,"aten_batch_norm,aten_batch_norm_backward_cpu,aten_batch_norm_collect_stats_cpu",81,0,9,1,1403,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/group_norm_kernel.cpp,HAS_EXTRACTION,"aten_group_norm_backward_cpu,aten_group_norm_cpu",71,0,6,0,1591,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/int4mm_kernel.cpp,HAS_EXTRACTION,"aten_dyn_quant_matmul_4bit_cpu,aten_dyn_quant_pack_4bit_weight_cpu,aten_int4pack_mm_cpu,aten_weight_to_int4pack_cpu",35,0,2,0,1386,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/int8mm_kernel.cpp,HAS_EXTRACTION,aten_int8pack_mm_cpu,8,0,0,0,438,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/layer_norm_kernel.cpp,HAS_EXTRACTION,"aten_layer_norm_backward_cpu,aten_layer_norm_cpu_backend",18,0,5,0,633,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/scaled_modified_bessel_k0.cpp,HAS_EXTRACTION,aten_scaled_modified_bessel_k0,0,1,2,3,24,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/scaled_modified_bessel_k1.cpp,HAS_EXTRACTION,aten_scaled_modified_bessel_k1,0,1,2,3,24,one or more standalone-C fixtures exist
aten/src/ATen/native/cpu/spherical_bessel_j0.cpp,HAS_EXTRACTION,aten_spherical_bessel_j0,0,1,2,3,24,one or more standalone-C fixtures exist
aten/src/ATen/native/group_norm.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,249,no local loop or TensorIterator kernel body
aten/src/ATen/native/layer_norm.cpp,HAS_EXTRACTION,"aten_layer_norm,aten_rms_norm",5,0,1,0,370,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorAliases.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,14,no local loop or TensorIterator kernel body
aten/src/ATen/native/nested/NestedTensorBackward.cpp,HAS_EXTRACTION,"aten_nested_softmax_backward_cpu,aten_nested_sum_backward_cpu",4,0,1,0,287,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorBinaryOps.cpp,ACCOUNTED_NON_STANDALONE,,2,0,0,0,332,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/nested/NestedTensorFactories.cpp,HAS_EXTRACTION,aten_nested_clone_cpu,2,0,0,0,246,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorMath.cpp,HAS_EXTRACTION,"aten_nested_all_cpu,aten_nested_from_padded_cpu,aten_nested_pad_cpu,aten_nested_select_cpu,aten_nested_softmax_cpu,aten_nested_squeeze_cpu,aten_nested_sum_dim_cpu,aten_nested_to_padded_cpu",33,0,1,0,1102,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorMatmul.cpp,HAS_EXTRACTION,"aten_nested_bmm_cpu,aten_nested_matmul_broadcast_cpu",7,0,0,0,330,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,HAS_EXTRACTION,"aten_jagged_to_padded_cpu,aten_nested_batch_offsets_cpu,aten_nested_softmax_dropout_cpu,aten_nested_to_mask_cpu,aten_padded_to_jagged_cpu",7,0,1,2,361,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorUnaryOps.cpp,HAS_EXTRACTION,"aten_nested_where_cpu,aten_nested_where_out_cpu",2,0,0,0,199,one or more standalone-C fixtures exist
aten/src/ATen/native/nested/NestedTensorUtils.cpp,ACCOUNTED_NON_STANDALONE,,7,0,0,0,181,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/prim_native_functions.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,46,no local loop or TensorIterator kernel body
aten/src/ATen/native/sparse/FlattenIndicesKernel.cpp,HAS_EXTRACTION,aten_flatten_indices_launch_cpu,0,1,0,2,27,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/ParamUtils.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,55,no local loop or TensorIterator kernel body
aten/src/ATen/native/sparse/SoftMax.cpp,HAS_EXTRACTION,"aten_sparse_coo_softmax_backward_cpu,aten_sparse_coo_softmax_cpu,aten_sparse_softmax_offsets_cpu,aten_sparse_softmax_pools_cpu",21,0,4,0,636,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseBinaryOpIntersectionKernel.cpp,HAS_EXTRACTION,"aten_sparse_intersection_apply_cpu,aten_sparse_intersection_launch_cpu",2,1,1,1,161,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseBlas.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,269,no local loop or TensorIterator kernel body
aten/src/ATen/native/sparse/SparseBlasImpl.cpp,HAS_EXTRACTION,"aten_sparse_addmv_bsr_cpu,aten_sparse_addmv_csr_cpu",5,0,2,0,476,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseCsrTensor.cpp,ACCOUNTED_NON_STANDALONE,,2,0,29,0,1294,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,HAS_EXTRACTION,"aten_sparse_csr_add_dense_cpu,aten_sparse_csr_addmm_cpu,aten_sparse_csr_reduce_all_cpu,aten_sparse_csr_reduce_dim0_cpu,aten_sparse_csr_reduce_dim1_cpu",10,0,18,0,1508,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseFactories.cpp,DISPATCH_ONLY,,0,0,0,2,102,dispatch/registration wrapper with no local scalar loop body
aten/src/ATen/native/sparse/SparseMatMul.cpp,HAS_EXTRACTION,"aten_sparse_matmul_cpu,aten_sparse_matmul_csr_to_coo_cpu,aten_sparse_matmul_maxnnz_cpu",9,0,1,0,289,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseTensor.cpp,HAS_EXTRACTION,aten_coalesce_sparse_cpu,6,0,1,0,947,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseTensorMath.cpp,HAS_EXTRACTION,"aten_binary_search_strided_rightmost_cpu,aten_dense_sparse_add_cpu,aten_hspmm_cpu,aten_sparse_add_values_cpu,aten_sparse_addmm_cpu,aten_sparse_bmm_cpu,aten_sparse_dense_intersection_cpu,aten_sparse_mul_cpu,aten_sparse_norm_cpu,aten_sparse_sum_backward_cpu,aten_sparse_sum_cpu,aten_sspaddmm_cpu",43,0,9,2,2067,one or more standalone-C fixtures exist
aten/src/ATen/native/sparse/SparseUnaryOps.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,285,no local loop or TensorIterator kernel body
aten/src/ATen/native/sparse/ValidateCompressedIndicesKernel.cpp,ACCOUNTED_NON_STANDALONE,,0,2,0,3,49,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/sparse/eigen/SparseBlasImpl.cpp,DISPATCH_ONLY,,0,0,7,0,329,dispatch/registration wrapper with no local scalar loop body
aten/src/ATen/native/transformers/attention.cpp,ACCOUNTED_NON_STANDALONE,,2,0,0,0,1148,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/transformers/sdp_utils_cpp.cpp,ACCOUNTED_NON_STANDALONE,,2,0,0,0,104,"all named iterative bodies are proven helper/composite, external delegation, non-numerical plumbing, or parser artifact"
aten/src/ATen/native/transformers/transformer.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,148,no local loop or TensorIterator kernel body
aten/src/ATen/native/utils/Factory.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,57,no local loop or TensorIterator kernel body
aten/src/ATen/native/verbose_wrapper.cpp,NO_LOCAL_NUMERICAL_BODY,,0,0,0,0,35,no local loop or TensorIterator kernel body
