kernel,upstream_source,upstream_token,benchmark_api,native_cuda_source,native_cuda_token,native_cuda_provenance,comparability,legal_ratio,semantic_note,shape,adjudication_source,dtype,shape_selection,shape_selection_note,gpu_status,cpu_status,cpu_orin_status,timing_scope
aten_channel_shuffle_cpu,aten/src/ATen/native/cpu/ChannelShuffleKernel.cpp,channel_shuffle_kernel_impl,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=17_CPG=26_G=34_S=276,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_clamp,aten/src/ATen/native/TensorCompare.cpp,clamp,torch.clamp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,comparison plus ternary-select graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_clamp_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_kernel_impl,torch.clamp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe uses scalar bounds; fixture has per-element bound tensors,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_clamp_max_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_max_scalar_kernel_impl,torch.clamp_max_scalar,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe bound 0.75 differs from fixture bound 0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_clamp_min_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_min_scalar_kernel_impl,torch.clamp_min_scalar,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe bound -0.5 differs from fixture bound 0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_clamp_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_scalar_kernel_impl,torch.clamp_scalar,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe bounds differ from fixture min=max=0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_complex_scalarized,aten/src/ATen/native/cpu/ComplexKernel.cpp,complex_kernel,torch.complex,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,LAYOUT_OR_STORAGE_PROXY,no,"recipe measures related dense/complex value arithmetic but layout, materialization, or container semantics differ",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_compressed_block_convert_cpu,aten/src/ATen/native/TensorConversions.cpp,_compressed_to_block_compressed_cpu_kernel,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,R=2048_C=2048_BR=4_BC=4,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full dense-to-block-major layout conversion via cuTENSOR permutation,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_conj_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,conj_kernel,torch.conj_complex,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,LAYOUT_OR_STORAGE_PROXY,no,"recipe measures related dense/complex value arithmetic but layout, materialization, or container semantics differ",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv1d,aten/src/ATen/native/Convolution.cpp,conv1d,torch.conv1d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",B=32_IC=64_OC=128_W=4096_K=3,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full bias plus valid 1d convolution through cuDNN,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv2d,aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d,torch.nn.functional.conv2d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=4_IC=16_OC=32_H=128_W=128_KH=3_KW=3,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full valid NCHW 2d convolution through cuDNN,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv2d_columns_cpu,aten/src/ATen/native/ConvolutionMM2d.cpp,compute_columns2d,torch.nn.functional.unfold,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_EXTRACTED_STAGE,yes_stage_only,same extracted stage; not a claim about the complete parent operator,C=11_H=59_K=11_W=59,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv3d,aten/src/ATen/native/Convolution.cpp,conv3d,torch.nn.functional.conv3d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=6_D=37_H=37_IC=12_K=19_OC=19_W=37,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_tbc_backward_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc_backward,torch.conv_tbc,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe calls forward conv_tbc rather than input-gradient,T=4094_B=16_I=32_O=64_K=3,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full TBC input-gradient convolution through cuDNN backward-data,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_tbc_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc,torch.conv_tbc,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe adds bias; fixture has no bias,T=4096_B=16_I=32_O=64_K=3,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full TBC convolution through cuDNN transform plus convolution,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_transpose2d,aten/src/ATen/native/NaiveConvolutionTranspose2d.cpp,slow_conv_transpose2d,torch.nn.functional.conv_transpose2d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=2_IC=16_OC=32_H=128_W=128_K=3,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full overlap-add transposed convolution through cuDNN backward-data,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_transpose3d_backward_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_backward_out_cpu_template,torch.conv_transpose3d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe calls forward conv_transpose3d rather than backward,C=15_D=45_H=53_K=23_O=23_W=60,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_transpose3d_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_out_cpu_template,torch.conv_transpose3d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",C=8_O=16_D=32_H=32_W=32_K=3,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full 3d transposed convolution through cuDNN backward-data,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_conv_transpose3d_grad_weight_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_acc_grad_parameters_cpu,torch.conv_transpose3d_grad_weight,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe calls forward conv_transpose3d rather than weight-gradient,C=8_O=16_D=32_H=32_W=32_K=3,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full transposed-conv3d filter gradient through cuDNN backward-filter,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_convert_coo_to_csr_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_coo_to_csr_cpu,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=4194304_R=65536,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full COO-to-CSR index conversion via cuSPARSE,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_convert_csr_to_coo_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_csr_to_coo_cpu,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=4194304_R=65536,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full CSR-to-COO row-index conversion via cuSPARSE,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_copy_cpu,aten/src/ATen/native/cpu/CopyKernel.cpp,copy_kernel,torch.copy,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_copy_tensor_array_cpu,aten/src/ATen/native/TensorShape.cpp,copy_tensor_array_to_out,torch.copy_tensor_array,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",B=512_N=8192,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_cos,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,cos_kernel,torch.cos,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_cosh,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,cosh_kernel,torch.cosh,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_count_nonzero_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_cpu,torch.count_nonzero,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=8388608,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full CUB transformed count-nonzero reduction,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_count_nonzero_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_impl,torch.count_nonzero,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",R=131072_C=64,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full segmented CUB transformed count-nonzero reduction,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_cpu_blas_gemm_batched_cpu,aten/src/ATen/native/CPUBlas.cpp,gemm_batched_generic,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=52_K=311_M=208_N=259,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_cpu_blas_gemm_cpu,aten/src/ATen/native/CPUBlas.cpp,gemm,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=2290_M=1374_N=1832,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_cpu_blas_gemm_strided_batched_cpu,aten/src/ATen/native/CPUBlas.cpp,gemm_batched_with_stride_generic,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=52_K=311_M=208_N=259,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_cross,aten/src/ATen/native/Cross.cpp,cross,torch.cross,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=1398101,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,three graph stages,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_cross_cpu_backend,aten/src/ATen/native/cpu/CrossKernel.cpp,cross_kernel_impl,torch.cross,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",V=1398101,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,three graph stages,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_cumprod_backward_cpu,aten/src/ATen/native/ReduceOps.cpp,cumprod_backward,torch.ops.aten.cumprod_backward,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_cumprod_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,cumprod_cpu_kernel,torch.cumprod,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",K=2897_R=1448,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_cumsum,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,cumsum_cpu_kernel,torch.cumsum,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_dense_sparse_add_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,add_out_dense_sparse_cpu,dense + sparse COO tensor,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",C=2047_N=16380_R=2047,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_depthwise_conv3x3_cpu,aten/src/ATen/native/cpu/DepthwiseConvKernel.cpp,_convolution_depthwise3x3_winograd,torch.depthwise_conv3x3,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe omits the fixture channel bias,B=2_C=64_H=256_W=256,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,bias plus same-padding depthwise convolution through grouped cuDNN,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_diff_cpu,aten/src/ATen/native/ReduceOps.cpp,diff_helper,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=16777216,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full forward adjacent difference via CUB,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_dilated_convolution_cpu,aten/src/ATen/native/NaiveDilatedConvolution.cpp,slow_conv_dilated_all_cpu_template,torch.dilated_convolution,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe adds padding and produces a different output shape,C=16_O=32_H=128_W=128_K=3_D=2,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full constant-dilation 2d convolution through cuDNN,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_dirichlet_grad_cpu,aten/src/ATen/native/Distributions.cpp,_dirichlet_grad_cpu,torch.dirichlet_grad,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_div,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,div_true_kernel,torch.div,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_div_floor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,div_floor_kernel,torch.div(rounding_mode='floor'),,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_div_trunc,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,div_trunc_kernel,torch.trunc,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe calls unary trunc rather than truncating binary division,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_dot,aten/src/ATen/native/Blas.cpp,Tensor dot,torch.dot,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f64,EXPLICIT_STRUCTURED_SHAPE,full FP64 dot product through cuBLAS,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_dropout_feature_noise_cpu,aten/src/ATen/native/Dropout.cpp,make_feature_noise,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=32_C=64_H=64_W=64,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,feature-wise broadcast multiply through cuDNN OpTensor,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_elu,aten/src/ATen/native/cpu/Activation.cpp,elu_kernel,torch.elu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,ELU rewritten through min-max-exp arithmetic,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_elu_backward,aten/src/ATen/native/cpu/Activation.cpp,elu_backward_kernel,torch.ops.aten.elu_backward,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,ordered select through cuDNN ReLU-backward mask,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_embedding_bag_counts_cpu,aten/src/ATen/native/EmbeddingBag.cpp,compute_counts,torch.embedding_bag_counts,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,bincount uses different index/output types and omits internal-stage context,N=16777216_E=65536,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full bounded embedding-index histogram via CUB,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_equal_cpu,aten/src/ATen/native/ReduceOps.cpp,cpu_equal,torch.equal,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=8388608,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full CUB transformed equality-and reduction,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_erf,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erf_kernel,torch.erf,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,cuDNN ERF pointwise node,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_erfc,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfc_kernel,torch.erfc,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,erfc expanded to one minus erf,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_exp,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,exp_kernel,torch.exp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_exp2,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,exp2_kernel,torch.exp2,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,exp2 expanded to multiply plus exp,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_expm1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,expm1_kernel,torch.expm1,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
